46,0
102,14.0614
121,21.0921
148,28.1228
181,35.1535
204,42.1842
232,49.2149
262,56.2456
277,63.2763
309,70.307
325,77.3377
347,84.3684
375,91.3991
400,98.4298
425,105.4605
445,112.4912
464,119.5219
501,126.5526
531,133.5833
551,140.614
571,147.6447
601,154.6754
628,161.7061
651,168.7368
677,175.7675
705,182.7982
722,189.8289
744,196.8596
762,203.8903
802,210.921
822,217.9517
856,224.9824
878,232.0131
901,239.0438
929,246.0745
